MD,m_Sigma,m_Lambda,m_Phi,m_G
679.6143716165572,1637.9581872783149,5420.003709064111,1.6382412742607709E+13,3.3949398182720896E+16
717.0999254374168,8119.5605444552375,114640.44090131333,5.725604282188488E+12,1.2155398019613976E+16
112.76526788556808,1.7874716410063477E+6,1.039000217455317E+7,1.1820324718602892E+15,7.072649185854616E+15
109.35566681237692,195.80124991373168,790.1887443589103,1.1615673321273949E+6,1.6268402052216974E+16
695.4484179201935,150.82886841562336,3383.1173487111573,1.6997438697260068E+11,1.6102792265300608E+16
552.8399310174418,2309.231645670592,114324.56936153409,5.00275353597564E+12,7.622096180804672E+15
168.0341918030661,450834.8049142356,581665.1857840456,1.7041382129770266E+6,8.642439587991678E+15
198.0145470424307,37794.289189718285,164980.14877809057,9.702763841226019E+9,1.046528693587915E+16
358.0941674609843,5.114342455561182E+6,1.0617666559176847E+7,8.788866985091373E+9,7.362074991181329E+15
384.2418603216654,997.7135067372043,22734.747201245307,3.3551003373479523E+13,1.3164877622090702E+16
412.8948453198076,3.538472650924941E+6,9.152492830894984E+6,416.15223306366374,3.5565787850484305E+15
228.31755778614894,26148.8275024579,142213.88668740843,459.4251848691047,5.055723765402695E+15
713.0432616425956,2620.875364108454,625.5353773171441,1.3693336671780688E+6,5.974728150626067E+16
708.1809270939647,6.0665872205004E+7,1.1477946239059359E+8,536314.8390142578,3.818452127928415E+15
310.17366073846773,232002.26549087712,80709.0397879943,116736.0555488615,1.8415864522787484E+16
155.94909768604518,2.0129974436838485E+6,1.8010062137729317E+7,1.0304500255465684E+9,3.298512748681778E+15
110.13366825413787,1.7561283557267773E+6,2.5001976056628007E+7,1.6018050306553506E+12,3.4287180109822635E+15
698.4280898407078,49696.03328002457,892117.2803995917,1.868219798836349E+13,8.336443522244624E+15
880.8750752105265,376330.57482807525,1.7870876313089507E+6,5.1742439812757805E+7,7.053982037974246E+15
944.2124571980873,475.06083677666163,1863.344105227446,212642.71749400103,1.8997146347792536E+16
408.9857938616612,2471.5583522155416,4414.312757034668,5.675021448743706E+6,2.133111322366226E+16
119.1850825016042,143.99977726819145,106.95441339251433,2.3674791887813516E+16,1.0887000858822374E+17
282.3897973703612,853601.5171278319,4.008412428467053E+6,58510.96454576033,3.858898393586997E+15
420.06771005928545,3679.775833877101,4030.915970463175,4929.315800677907,1.90873662418134E+16
326.0259235072551,350279.3198780913,82716.77924769725,95883.9005669117,2.087104601591701E+16
248.06254674117187,6973.431975286141,43121.77814734059,1.1227604772012808E+16,2.164765145481167E+16
436.0996912814331,10539.075112727196,31039.724946232593,360.96726533714246,8.814996042116911E+15
582.4412026398043,42328.34362853592,106708.46289401311,1.952268568519934E+7,1.2488595165047668E+16
534.8996378517618,4.585391967394893E+6,1.9050798878012266E+7,3.019821775256702E+10,5.965336258535658E+15
1102.0504087157913,10832.911411878664,17853.12838489131,154682.70216254666,1.7622721620154472E+16
706.7630526772172,1973.8010415609986,6048.546321789622,1.1644079858596501E+9,2.312049205186982E+16
607.301374658053,209.54642997364732,2742.2501165798053,4.283191888481064E+13,2.4567012466544092E+16
629.5350387671203,30606.42907155418,295615.9293545566,2.5440719612088605E+15,1.4861481727722144E+16
266.62580792266186,626.9443661482646,1011.5339709491218,2.839422705211197E+14,5.498055836429682E+16
903.7592597226356,1.2485295061107953E+6,4.758445715357955E+6,1.2784155675437691E+9,7.400742108525877E+15
315.15065326108345,61121.372407045936,135145.62174077902,125.91052978456179,6.881351797589417E+15
442.4702086659828,35985.59390630524,598395.5843336283,1.3032078548364215E+8,5.165071952188236E+15
243.09017910291877,350542.79140955664,5.922374931821956E+6,8.853686142850477E+7,3.1225679897857095E+15
655.8082769306551,5661.286259870767,8422.922671689861,1.4474994589457004E+6,2.0804166097013524E+16
388.35464696517863,100.37169890799292,838.2252431162639,2.2574138964745855E+9,2.140671561542936E+16
156.30092199983142,941.9188909579645,7078.306232046995,1.1494089250825047E+8,1.1793461405131458E+16
209.58957665488225,1.960299205705311E+6,751793.2455505918,81449.89912595216,1.1341271034863264E+16
130.55334433584196,3.667105252165759E+7,5.957563365041337E+7,6.489928510195278E+6,3.750906323006791E+15
977.0255694015577,521.6301464608191,2143.080542006682,9923.750788160129,1.6175916424266666E+16
342.8382562706609,573.878450942185,537.8202560106841,4.70183689286398E+9,4.825794834916067E+16
1066.8212660718489,90200.68442079471,73064.7522700467,4.1955246349959865E+7,2.2178667831042976E+16
1090.1698998592901,4247.315231908644,98125.89308317663,1.1584679730301114E+11,9.64891878723026E+15
442.80384186392956,1.3515011840115425E+8,1.463599881138134E+9,4.870552788763944E+14,3.050235581222176E+15
530.1561157092139,321.5999032600752,308.0681535868479,1.2917188262462774E+8,4.866715519684034E+16
356.6670024331714,1.206245135580622E+6,4.547604454630817E+6,516774.839361304,4.628497073817906E+15
394.24877395049066,1299.9151714705156,4573.543846941086,7.416104891461255E+11,2.7467495686375588E+16
574.4195713223912,136171.74578604032,484187.66203451215,2191.9741443559647,5.911303461898756E+15
368.61632255328135,168.77300063623898,979.6676741030446,1.4496923086157882E+8,2.081925988881191E+16
341.6447473070252,1421.1284160167586,15882.05980445148,2.508120290386831E+15,2.080085079475962E+16
574.9980017896896,4.851418057148261E+6,1.0325840269528477E+8,6.374086195671289E+11,3.0006137841182855E+15
363.23671589436316,11366.882032227695,53461.64067666947,27780.05870553946,8.006964680501711E+15
297.4667116395672,7662.7859226396895,38005.436163495106,140564.149633219,8.617116629864791E+15
306.6558513670787,2.9690080252108797E+6,5.791249521309355E+6,1.930064981918213E+6,5.704879248597219E+15
629.9637966742365,878.2327687278599,546.7671159209631,3.0151557906083633E+10,6.5954933826756E+16
117.77334149622051,593736.6561388326,3.1713999605967985E+6,1.4680010148939148E+10,5.577616390529975E+15
471.57202137213324,170267.71056003938,682952.0659649125,1.2676298705019784E+14,1.4570902196731672E+16
669.0816337447869,567403.2824307461,1.061049964297722E+6,1.7815881053056822E+9,1.1620218231865948E+16
401.6165463808085,1.1699151742321893E+6,856367.7740742924,4.925241975349131E+6,1.1829393531196312E+16
611.5989588422462,3.472711201170235E+6,2.5449160721594054E+7,1.8831890132166E+6,3.213704624566678E+15
1096.9046430149654,612.0357968838681,2398.4884386135536,1.0570282814576206E+14,4.30272225189247E+16
195.70244273657372,27266.948692661186,2.11434462755923E+6,6.521334935078859E+14,4.1582358563036555E+15
453.91860369808165,1498.6263678149603,421.80481975769806,3.1607373929323465E+8,7.026692795015985E+16
693.1941981898556,1478.6249532323413,1467.4956233955772,101334.44020409908,2.8782912163136116E+16
325.7154424870515,100303.79779142457,106440.05036726253,8.937953804240352E+10,2.149888817342561E+16
898.6430419374907,9899.019987191385,189901.19246967544,5.560822948039868E+6,5.883923032029031E+15
590.9838845642959,63396.63436656796,34198.9003320536,199.94506465732402,1.5676098364771412E+16
439.19933699059686,2988.2650996577822,1251.2465067373207,9.998872510655353E+6,4.422467047576127E+16
1197.7529704114165,51984.85427789512,958182.3504114958,6.54473953832363E+10,7.058509708057976E+15
596.8936667599858,411.7794249030759,878.7543883687408,9.670819608914598E+15,6.793387026845415E+16
137.6275561311432,7541.785671138989,4049.4469765725735,1496.855818195486,1.9111658075870436E+16
176.69779006728874,4191.081702846537,9238.99239132917,2063.76718733533,1.0990915900134078E+16
533.6004241471499,5196.349382165219,18590.96876737658,1.3057084925945054E+6,1.3092808705527388E+16
336.1996921359534,3.101283412724975E+7,6.7144986216345E+7,1.8033467765151137E+6,3.7084973780117225E+15
909.6851916538757,4.3620148834517546E+7,1.01987107836378E+8,2.548806125033079E+8,4.891668995949324E+15
216.11775049990268,6244.272141321457,3514.551094129482,4.233413994731919E+11,4.672410187707062E+16
337.9858419613372,8.335328823795289E+6,1.6847841300119262E+7,3078.82109721819,3.666817674066732E+15
160.3422586942032,48606.72715212058,2.023664029070678E+6,4.4500339717855225E+14,4.9065265895461E+15
1118.5956887124803,1032.8592117244166,2423.715692672409,1.3972933534490969E+10,3.5239262415271452E+16
861.7056229984693,151868.4928066492,899617.1243351075,7.96629138011222E+6,6.771121880664999E+15
928.2243368984265,223.43501987976944,4819.590194892442,3.954959074487775E+14,2.2290673871962896E+16
107.28291258101166,5.996097948363464E+6,3.35646782263087E+7,4.885455802635099E+13,5.115591984565403E+15
303.7115062625381,50119.23035661004,126026.79033166585,1.0204234807389374E+8,1.1685147104553116E+16
783.8228366694808,118.03826009364731,269.74695977952257,1.6323540356494164E+7,3.646316272223329E+16
1160.0499064802123,30353.671876447374,262778.12279184035,138.81683227907016,4.875791297466026E+15
259.8930029554691,316.99420787243,2122.0743153705116,1.1127672516581164E+14,2.895948656732945E+16
1177.3640189303596,20931.81043647067,171985.12282365456,764281.2266853546,7.642443996272593E+15
295.9573969015818,34420.929294023896,6954.009350362766,176945.83455405652,3.3530719620919984E+16
231.68222904210754,240.70233438131984,10482.60758048438,3.0486632284051765E+15,1.3386495071870324E+16
154.07188418533167,5482.445222709611,77253.4296336152,9.649949550482316E+13,1.1309144585677272E+16
760.7010887558813,28070.661689200857,187186.85316526494,5.766704111106614E+8,9.899402189198148E+15
236.83243751502374,332712.2098276262,3.756874374351769E+6,6.21925607991815E+9,4.579769709481539E+15
1078.517009502866,149.98308158009968,103.66401058491812,2.8856451944343597E+8,7.573026457068645E+16
649.9653683191602,2024.397428052799,33778.926328437985,4.449226890899202E+6,7.715380143608732E+15
321.59176130451795,7.236749182683908E+6,1.2373427782484047E+7,12373.372503783694,4.2897180384982375E+15
371.41905439247614,1.360394170770701E+8,1.0649041911434788E+8,3283.2760263932923,3.7682923520052295E+15
461.7722954435145,50573.785002729,241784.91422988533,2.746140459424116E+7,8.590796086979503E+15
341.09304815665587,903085.6800381072,1.590918863515422E+6,4.233685416760081E+10,1.1300538870534806E+16
213.9637067709627,570.6105497289328,9283.86789600388,2.9545651184377983E+10,1.156993196470635E+16
347.57774540512673,312498.03362735774,3.5078628323187344E+6,2.30405372992193E+15,8.442318742959359E+15
556.9951082997978,801.188621705805,20355.757519754985,6.070515312865855E+9,9.607248327691924E+15
963.7889912355054,130.05886944599823,2961.739210485886,8.172243468482005E+10,1.6776675192240002E+16
461.99865319045506,2.132281120499674E+6,2.739103087858329E+7,2.261793908177029E+8,3.067428095449737E+15
115.11388482906678,619.5142659339662,187.44834200658897,3509.777582294486,3.883640325222395E+16
177.66690253375268,3592.4666501456195,3277.1875285160068,1.1766845275361852E+6,2.2856705014008964E+16
111.93695598631696,3593.4243783623906,10270.324884647302,1.4130860505863934E+10,1.7682816950092502E+16
756.0459785584529,100.02665934885536,313.3883793735165,1.2009047603822923E+6,2.854233288583764E+16
205.79358754299238,214.94079878670928,230.19801450432556,1.5663162868900778E+14,7.536485737423038E+16
1016.3109878686631,1218.245004493276,5238.134932321255,7.736339758344519E+14,3.928903734208819E+16
469.894376191493,265998.66697832535,1.4373917605440817E+6,4.77173129177043E+9,7.618542297122163E+15
334.3515794393628,1432.6774170930057,736.4783694850192,299007.4921845637,3.72458784223344E+16
540.4986015979495,993993.9826445776,3.6661887810752806E+6,1.4391171228881772E+14,1.1645595633267506E+16
124.02053441362663,1.7358785367289135E+8,1.4482328990403268E+8,6916.524580918892,3.0112924459400725E+15
109.58019528881863,776123.0659215014,1.1908207247388044E+6,1.4463294847262964E+7,7.369560402949281E+15
145.7838211469636,30244.27622439109,6720.988977659791,3.0844260964896858E+7,3.5995901834174068E+16
285.16944106262474,526.3562106375101,10483.073078030995,6.293802298026062E+14,1.6842591618674194E+16
199.33995419430192,1077.5917785901245,4345.240606396035,399690.5915179212,1.2949017837482164E+16
198.5467685214442,3.800658435206921E+6,1.0322494279741926E+7,2.4258313731339824E+8,5.278311894128513E+15
215.84908127157203,522892.33055613184,1.3227408657315585E+6,1.782738837462588E+12,1.1185150340056308E+16
802.5307581865571,25389.657501027865,490447.45360780694,1.4852637720806828E+7,5.123651325391091E+15
163.74412133248984,1.180584914340655E+6,1.4587655139291727E+6,2.2811281053081914E+6,7.581322185712677E+15
137.60613833130472,246.1329016200097,405.7578855775598,333.43582503108996,1.8123538009725116E+16
291.4731702915379,2.621592354093413E+8,4.436574690840835E+8,5.237930415030253E+6,3.0002032188697625E+15
654.747686793761,1.7919538723840006E+7,2.495217650649925E+8,4.757616656650856E+13,3.649329229107428E+15
931.2076310904436,174.43007883095564,1718.2446850898561,3.4596081672831714E+11,2.5647985628484452E+16
1083.5541533217813,4608.742430318518,1746.0038452595204,4.569318087821764E+7,5.356674093433638E+16
166.47129918685326,1015.7201730905177,243.06072337461848,1.61493868430783E+7,6.0774089461405976E+16
293.13256044258424,790226.2096018934,619396.1547276559,9.3088594867672E+6,1.1891473864213092E+16
136.6438131470474,135705.89980087153,4.3786348367999075E+6,1.9941937499821744E+11,3.316705764051749E+15
309.87739580887506,106167.00840018979,322517.7830129408,1.1520270929326194E+16,2.0381386291160524E+16
158.9039100496119,495410.2583972813,116698.03480560992,1490.5723354676725,1.4710365602589842E+16
851.6438374289671,898.2843187136675,1992.3119934974184,2.1336028669579275E+15,5.829573249673576E+16
562.4210451244181,214.56502011718501,289.6011885804949,116569.32848490078,3.3074415262298144E+16
102.45018409641025,370.1367625591687,643.4232755709178,65066.067243820784,1.9555504248263388E+16
518.8168708797899,17706.04889060516,119001.73496693,4.856423145696462E+10,1.2016672022938862E+16
506.4089200577325,4783.650445360649,18495.093274538187,7.463833840607093E+7,1.4983155511186882E+16
396.6632608095212,181.68181274673987,141.42725740337437,12815.276603878721,3.853165698709013E+16
416.9234122439809,52500.445250035926,566855.3055713861,3.098562675364263E+7,5.613245603569782E+15
746.4677310290774,534569.8778683848,4.236316279656519E+6,1.317567055414689E+14,9.263059227628554E+15
494.58458386179024,149749.5276034929,2.5133351801213077E+6,1.4298769012630679E+12,6.085023404867135E+15
453.2325430354082,9181.857570546075,663120.6633673433,9.289448259798486E+12,4.977238239282902E+15
867.2255396821388,5.114812115326111E+6,9.859456008724591E+7,2.41168866163174E+15,4.717626757521751E+15
261.0582585853956,1.8439491898825825E+6,5.211531544493757E+6,3.9004120038717365E+9,6.859212205569688E+15
446.7522026550608,57544.37309727635,2.2204443138096607E+6,8.037502191375888E+14,6.024582268162459E+15
1141.4894580876755,2.2616583123528752E+6,8.499022981967429E+6,1.7481677754638653E+7,5.869019346494891E+15
626.7422203074005,1.1348180509663029E+7,2.3626094036120947E+7,131.39316542576717,3.3354638394802985E+15
424.0831835343501,1197.6850123987429,1920.282618116238,1652.849280748357,1.820488564100911E+16
265.8434923520439,2053.626472803023,7171.92910807518,1.4375137319935285E+15,3.2793071389398612E+16
193.46082805326233,2533.828919366174,20377.80221569257,6.31748354193132E+14,1.912302979263035E+16
800.6449649493904,287433.6964375616,407116.4818593437,5.7693950781940346E+10,1.7811277642218844E+16
364.7869456715863,2.2383214840915673E+6,657817.6553702252,2192.3286415338866,1.1955115426213154E+16
727.4896377890519,631712.0153833578,773804.7121973005,24345.43349798739,8.967760280399823E+15
725.9519390171142,11736.626172222777,39937.32683210744,3.322483194881989E+8,1.5540272163996132E+16
305.1033685809713,423.5859025891448,2388.8283188775513,3.2178741406439236E+16,3.910203309901793E+16
206.04505900583422,863384.9177340027,618284.7123498527,213.73502347063152,7.406855143688334E+15
1038.1989795865406,49357.70775679,333020.46155427815,4.609979745420906E+6,7.715046091898675E+15
618.1338906360112,7.156104642630944E+6,6.080136937270713E+7,7.284746327702656E+13,5.488723323068011E+15
714.4686937167063,14498.454178408463,18257.547626032967,1.5802122200078237E+9,2.6247289017498356E+16
778.1844922117148,381893.9739646367,3.2795468545663315E+6,2.955297455494221E+14,9.801313004903496E+15
771.9703372592951,134.28016073986294,2707.810925151311,3.6902503348733675E+15,2.671018991053101E+16
924.9507123400801,5764.947334386952,7461.162580853928,6.053458936688247E+8,3.028446293802311E+16
374.7294652975001,10103.517656300402,17249.88060532631,1.3336972418587771E+6,1.6008462110018052E+16
546.8770480281056,103154.54799412294,533452.6243322418,1.2624727058143127E+13,1.2988794018094494E+16
458.8492335750948,3187.82061113612,2359.5003198652194,3.1097442277260024E+7,3.47523810602256E+16
272.7848344914442,555854.1154852393,966482.2725965086,3.2927503452149726E+7,8.817519203608031E+15
311.1479973082702,3733.669147646762,74030.09745845255,1.5631965473354947E+13,1.0592723002740708E+16
384.4619188626313,28649.89069192315,89380.19211828783,1.5473790345146E+9,1.3413759960725562E+16
166.80422947389303,7400.5218644618235,50708.50269926119,3.0979405355674015E+15,1.8063325497628468E+16
147.9494287168061,6.05326467399102E+8,3.5811210666762376E+8,224892.11399558722,3.4574795956023355E+15
204.96409019746298,105861.37187362582,892278.2570788056,3.797844180089894E+13,9.005561429727328E+15
445.84045461236065,5.112774364677741E+6,3.8053605859626256E+7,4.826705990884205E+11,4.765675089258152E+15
132.03588199464838,77928.89701441128,32359.460848802166,2.1699366160499977E+10,2.9070617588378816E+16
114.76990716180018,2.7707438999399263E+6,1.5305386077093637E+7,6.837989530384663E+13,6.006545508670244E+15
499.44755135291473,4.4051839319911554E+7,1.672956416265506E+8,7.171018570147779E+9,3.984721595415381E+15
889.21661808981,405058.9775717593,1.2261848442342702E+7,4.646700777625385E+9,3.3338688001037125E+15
120.35462528155207,2670.2017763790254,33412.89098245197,1.6756072457925544E+12,1.0966382890657638E+16
101.1055232769085,1.1532084638979912E+8,1.1128914124488701E+8,5.5797360472777665E+7,4.214399406053224E+15
160.7640846342059,427.5620498285334,445.51307540402786,32014.134925184433,2.5807444382832148E+16
256.95043076090786,845152.9206985196,1.165345617622782E+7,3.855014695604586E+10,3.880596312139129E+15
180.0825466128699,4.815553987036575E+8,2.162573116878669E+8,13004.7941902318,3.7828376187119455E+15
672.1162512532203,699.1876640759864,345.62615781877514,1.4581716170188758E+8,6.223702264083555E+16
164.19443941339878,1133.0750575365144,2769.187829653143,2.7606613237139246E+13,3.3879220192577364E+16
476.88280256117525,475649.95709214883,3.5798120182493944E+6,8.483883455705506E+7,4.966081740491561E+15
290.4378517718914,41978.68039971572,129272.99404958697,3.0731344634089636E+11,1.5071919167670914E+16
148.79381566053485,48149.06397214496,98396.18366661233,2.390336611649754E+9,1.3212800012509922E+16
128.91434609812714,2.4114130365130208E+6,2.126229920414545E+7,9.168173143817515E+8,3.1082707787646405E+15
838.3774935051672,1.6430984650316575E+8,6.518461707830623E+8,6.600075233388469E+8,3.089995693876143E+15
810.5176136086461,2068.4525043899866,81025.1122922322,3.0016991726205474E+12,9.106346466845662E+15
106.97236438508804,168.99807199429068,495.85200963668836,8.391228723683019E+13,4.14073375526854E+16
417.3852651716444,191049.72010002003,973159.5455176453,2.8305778029632155E+15,1.4145854643656126E+16
831.0130914519191,57211.45113686442,48846.15700853799,6.650790784139417E+9,2.760926953822439E+16
148.82631847520796,2.3198850385509606E+7,4.356812076062017E+7,2.294981085190841E+8,4.464829972903549E+15
170.52941605883692,294203.6082499441,432260.64026863547,2.112528384915565E+11,1.42101252994613E+16
209.6453921168729,21180.721376994556,154332.15151080288,4.3313694874443695E+13,1.2782439528406524E+16
293.6468192229865,53976.006255458444,3.5723646976391077E+6,2.435820717726522E+12,3.4047996210949465E+15
887.0069827712708,124040.72580991533,825524.2522195651,2.4544006839818295E+7,6.957932002940792E+15
1104.0132469134644,7.903963837353417E+6,1.0648824186160818E+7,4.3151793222643165E+6,7.464595018709665E+15
559.2497630924096,1.5778103171062777E+7,2.122316487260162E+8,1.5437421750504645E+13,3.52500338359517E+15
756.5889883010589,12720.099038473625,25708.71154365181,6.2896909421733476E+7,1.8690933704908736E+16
391.1041610430642,1644.8295209598168,32160.35144505261,4.5451436638089633E+8,8.220809021023638E+15
194.872340863162,3.8529955867898434E+7,2.07171304719406E+7,2.3942214812148944E+6,6.631518953429165E+15
161.97304761999473,317286.32872572873,405124.4861276281,9.336575522079468E+7,1.0817060223534798E+16
729.1824976344893,76347.11086557683,1.2213600177413428E+6,9.903322404366192E+8,5.494067977482833E+15
197.58950892748538,632.871103630681,8273.275392016452,3.272122737175758E+14,1.845438852095282E+16
126.13654477234873,637.7519240576983,1144.853472645285,8.0432731945807105E+6,2.2239768399603864E+16
130.42496609663257,2.0391052744529012E+6,641816.4202171301,184596.587751571,1.1890004266994492E+16
176.71278926877224,1.775915204883852E+6,532214.331138123,716.8981651353412,1.0408167731815772E+16
993.8992097315438,127287.18182766509,73626.11831684694,170.0719051433625,1.459935888279987E+16
401.6900525904202,195.26192662159326,432.97181495775965,5.684535156240122E+12,5.18193082457052E+16
751.8813643962349,185.88303888378692,432.4240200625502,2.191068220410062E+16,7.987888555320347E+16
186.5404918516241,28012.647953183423,22599.89074641396,1.9432668300811493E+11,2.8705868248354736E+16
167.31678426013943,245.15344610338605,465.11906072507975,2.7682692929396996E+13,4.978906405554839E+16
111.8009716543344,5307.589715056011,29166.4009801543,332771.3442724515,7.663775979560696E+15
235.40850959691147,1197.0577762213989,5134.14560122191,2.448165259126938E+15,3.2438774237913464E+16
300.02145027177033,1565.254874069398,7390.126450856843,9.77059050654053E+13,2.691922813967437E+16
422.7980604882365,113197.73635477561,1.3244020237305553E+6,8457.4607426705,3.3781681139469435E+15
358.1910540977308,1215.6144115610919,35840.389107608746,6.142883524602753E+13,1.1351022583041538E+16
268.9536624155132,505443.2743289967,4.892664663684704E+6,1.0527379820550663E+12,5.835558619022762E+15
125.692148217744,120.6042207746391,108.82085796211334,33812.73925463575,3.294447319551495E+16
391.66368559132945,542757.581768552,2.6331343748037643E+6,2.1293109679535082E+8,6.084371633484123E+15
304.32215502597705,925300.6701597612,625427.494284299,2.4043254716361266E+8,1.4372232027574336E+16
274.7687382765098,5367.355887177173,14985.352386210909,569157.8514578729,1.2748839862708008E+16
231.86757335265867,1.8996334826605017E+6,3.377764016620384E+6,3.7770113286162104E+12,1.1235297219134904E+16
953.3811890992221,127881.30985461026,3.219504629470061E+6,1.354100894660505E+14,6.878480107778853E+15
648.2161936660195,12961.676780196764,10929.717397473281,9395.907888501362,1.9475851517331404E+16
113.11193320427832,11765.093003858883,6820.1254271265325,4.6171024965627216E+11,3.732419984762739E+16
1106.8812481936197,30823.40175407436,18111.004798216127,26681.81905122683,2.305965625487162E+16
443.19622475204847,26231.389470192782,96381.8774969947,4.747802218545654E+6,1.009215797911101E+16
269.96335091802837,2672.631522058759,2364.9837762326238,2972.518609283887,2.037439414024633E+16
769.7957892038927,799996.6418115544,1.2340378057530763E+7,2.281054152175653E+15,7.027024892984438E+15
112.25324500541791,69224.08270035015,366859.3753371365,7.987490403501336E+12,1.0332948673680862E+16
144.34983810470828,260.0093008141158,143.87566991890216,1.4334396674105566E+14,9.539140361302011E+16
119.66009318739344,42624.12923356858,223179.9855120082,5.2172183579468775E+14,1.3558047900287608E+16
157.2298744359125,2.8833905526153676E+7,1.9622571426358163E+7,1690.2162127526192,4.411619707383014E+15
253.7664139772715,1660.878003185134,558.4712692519679,132.75021798335504,3.1109933563158236E+16
811.2076236656767,1.7482509495474517E+6,5.324285807806678E+6,6.623872723397385E+9,8.233042271420823E+15
124.35524797369446,1102.7678212666262,147.73062133731278,1.2931123560399063E+7,7.561530845387131E+16
1178.184232813222,6813.313291264934,9954.7443149339,1.3122416801436265E+8,2.7079788841646348E+16
443.54357999587705,279.1825286313325,887.7155084820394,2.792398065137798E+16,5.906348178448966E+16
695.4696757855082,1.5339278821148824E+7,2.0176987869842004E+7,286564.83020458865,5.593610634983186E+15
683.7109079824396,67811.08255144887,9428.886284140814,106.23782651448477,3.046948932962683E+16
498.3818112663771,116.46641792967426,1324.4351565621912,1.4793547869617798E+11,2.2206819656571244E+16
836.2089391470748,27314.319711065058,50140.1804261747,12557.446771136454,1.231115044377518E+16
810.8243385506846,3192.6903543486533,3114.191941175174,536.1219356494194,2.107049742376112E+16
253.24119335456356,1.7607269245280407E+7,8.160507840831724E+6,136.30264550505206,5.657877981431376E+15
276.6060166599174,14098.969205520634,590664.9355743558,3.099839857754989E+15,7.138320281575398E+15
919.0097413099247,1972.785841217983,7052.349232315437,3.2495922539016258E+13,3.4263158538557292E+16
141.356221239162,22237.192934321803,2522.3020936984453,84781.64717142221,4.12681120340401E+16
269.1580272349789,11992.97122923823,118078.30935642839,1.3172543072222262E+15,1.4531131160549806E+16
254.21383526691068,8.125481351499247E+6,1.726624059138831E+7,445.0159114160315,3.159762311036331E+15
321.3016012981001,675.6201316538305,436.67413223847956,4.3075593883643926E+12,7.43284957817891E+16
544.9831836436829,1694.878319479139,14035.497858664092,1.0232793056153318E+9,1.3740439893268514E+16
118.2786662469702,1437.1962801134653,18740.730637219665,2.547987959311608E+11,1.0980180866640468E+16
441.74818588805874,212.72253634529733,4291.697000953752,5.915154568023483E+15,2.2982950895527108E+16
279.0158808066589,2.082977247050775E+6,4.397484954572749E+6,75510.0775208093,5.003060841695662E+15
118.86397078579148,2426.8134695362064,63601.047659177006,1.613711273329683E+14,9.293997350671392E+15
876.7218734802644,15224.972140054495,4872.156582265192,4.600179823063714E+6,4.189596895142092E+16
894.1829141395083,76751.83568708238,119997.4609756267,2.124609003757798E+9,1.875308319885583E+16
504.71040900318206,104.6076167379402,1436.8998498796996,7.565378619544719E+13,2.6731352881829868E+16
224.355374565705,2922.5835381359575,272724.45354968606,3.8669864288923045E+15,6.059614217280592E+15
789.5883862506065,2.1634969777377998E+6,2.0250220691439103E+7,1.366655040764133E+7,3.4872083444577645E+15
1048.1410116867396,181.67773548335663,172.39734019835947,756948.4761765687,4.863561768853352E+16
172.56397100077152,8306.145262169764,48283.493492926675,4.54029930326815E+9,1.1054152980500782E+16
700.4126823551629,48797.16617893274,656969.4413191758,1.6331721923484482E+7,5.401931176987966E+15
405.88581631100243,587.4826967110579,1360.6501804087982,3.597058438796913E+14,5.024717783353467E+16
129.37614337757532,29110.945586263446,585606.6133004432,7.81881336755262E+10,5.17400826464599E+15
301.31421868219974,169.2676831884884,1608.2046327897174,3.8011247962264574E+8,1.6372251348559576E+16
216.46028450743952,114625.52272132541,53503.18384723197,4.7259111368814576E+8,2.3804478049456668E+16
116.08462373631592,8455.27350660787,83606.9646903031,5.001317630419632E+9,7.942070253607506E+15
526.837479166486,2677.2015271776136,207.97155655262074,263.29927382525835,6.946691216756465E+16
245.93695448228357,2570.461212577028,516.8513096283867,1806.1763731258827,4.148692799244618E+16
143.49448848613798,709303.9690993449,5.44691410112182E+6,3.4628235328327617E+12,5.860109979301919E+15
115.14772027276437,15464.23282548677,10059.942448306267,3359.951151187562,1.5465818437377328E+16
200.66225215298164,2320.368034026524,2974.8694594855583,5362.239348351779,1.6904674182984698E+16
656.0468524113668,33070.111363669006,106551.16949114029,2.6485502292385597E+10,1.5857523309022636E+16
118.98233613116648,625.482778733825,307.8257367968486,2.46815125826807E+9,5.357185183464129E+16
442.89531829937886,26088.05278472596,98834.14108607433,2.5125356003936988E+8,1.1735547286081064E+16
126.31772915287122,17876.554651454557,47510.66341372865,1.3866617086809138E+12,1.733591016585352E+16
113.35806852580036,783899.3005170996,624270.7252221104,1.1250252294465641E+10,1.3552795113745778E+16
582.1508339233034,2596.062200601168,1124.4080953288978,719.6818849393893,3.1353396307437252E+16
270.80842348256374,3400.893947467813,16977.37230519249,4.756018393370431E+12,1.9937899380793336E+16
812.3299288031134,4485.564874969377,68162.89334456918,4.0410195207899526E+7,8.056486227720031E+15
202.13614941181024,5.258254624160527E+6,4.528710813059649E+7,2.1373859923858445E+13,4.52620057775638E+15
944.7107613323658,21806.999064133262,218120.5427537026,3.389514625418964E+7,7.766833378485463E+15
353.0791827808778,3022.5738145875994,231.01296006851896,568.7731661829262,6.629743284841532E+16
226.8981871127248,5.079425005153681E+6,1.5934055167498267E+6,828.899615943248,8.955830714810319E+15
145.80908918766366,2.8266456195740593E+6,619156.283483311,8007.00260396645,1.2065734332323182E+16
