MD,m_Sigma,m_Lambda,m_Phi,m_G
1102.0857013269517,2323.1044733799636,2163.353012746537,2.0532881160528503E+11,5.452578862515255E+16
158.96325280888442,741.9147688512621,945.3791003309109,1.549954136927017E+9,3.330804790112654E+16
556.2094883967618,10401.927555571385,18019.189514122816,719606.1211288687,1.6463055066286344E+16
421.19994501312004,28055.53891398824,104786.32422965641,5.83914088491278E+14,2.1328218972779556E+16
109.47271659053543,1060.262781358916,144.00440297344917,7.920656836332902E+7,7.980634426462597E+16
630.8446239459179,3.546382312266843E+6,2.4083359630318943E+7,4.41964214157967E+12,6.161733969431484E+15
1165.6125262759545,357266.9506546542,4.140433052400432E+6,2521.6283286119738,3.15543017909262E+15
101.03723913532971,49926.87168919591,2.6940582265419043E+6,6.424649834774396E+14,4.0340074894508035E+15
423.75061380527484,1.0241405653172482E+6,7.207040262710415E+6,4.824230934208649E+8,4.764207925518311E+15
848.0960018991682,1.3825584870399523E+8,2.5608686238638052E+8,2.2892202318878826E+6,3.682844971343102E+15
537.6578582459034,7.638687519497069E+6,1.1333300904873554E+8,3.0244848583275885E+15,4.688431894112572E+15
886.9483969517465,131658.1481095271,1.2631595322430253E+6,2.5115189856660915E+10,7.658704652072809E+15
104.53951106750368,1053.315140832475,912.3506302433235,2.1761463247432584E+14,5.8229590186705704E+16
164.6594500649663,292.42996180293744,597.3444971764477,163936.49931517115,2.1103713522766104E+16
122.08051711177959,21383.1152182527,53670.13535163418,1.125705739948062E+8,1.1627754172921682E+16
879.0866779764127,861.4484113786115,3170.1256337726613,6.848157171296552E+14,4.3696549147703576E+16
624.6309746791261,1652.8027419711289,4425.669485615216,3.988456657710062E+7,2.1684183496940468E+16
429.3302937968023,28840.23259982044,251891.73524144734,3.995279752715415E+12,1.1315587675070174E+16
152.76286608519584,3.312386557246947E+6,1.036447733273103E+7,1.272838988056899E+11,6.252637636788647E+15
1015.3832758787572,1279.0108242815718,6129.797932621339,2.3995308151957305E+15,3.869011528101747E+16
216.5667712638371,102.51842786207668,1951.3459901970746,1.8410028024317273E+12,1.6949784314660256E+16
302.6236190671018,7466.102647094582,173694.50162332616,8.922563156658555E+14,1.0263935626860062E+16
186.37640746795736,4543.177584305547,17757.69541738412,6.240599629616797E+6,1.1473985247980726E+16
773.6112277506993,7221.160027057803,115784.76753889091,1.6553551370123623E+7,6.923711562637358E+15
634.7806227488924,189.36920952193054,203.33556738371965,1.177646060348037E+6,4.254162781618029E+16
798.4495769440746,944218.6648936113,1.6135381774653833E+7,4.563233826618042E+7,3.121765535716681E+15
141.15173372974067,59539.977188206576,90220.63244607295,515.4062701129957,7.744475188349743E+15
181.99323323562174,3690.288719131224,3609.3825514942846,6.5911591756474304E+10,3.479560332382219E+16
756.4306898755387,8459.184511200212,15223.664236220564,1.0369497806423162E+6,1.786718335782366E+16
517.8265707624688,64551.78343651293,375118.2577580156,2.5139825821287776E+6,6.902703645433561E+15
126.67062610136489,10966.965058138068,25014.04136386417,20100.78021382244,9.574251772406298E+15
550.8816979965143,9056.11792818107,16155.068543328305,3.372036532343927E+13,3.460081172488051E+16
1170.8412935051858,4.572191533242873E+6,8.018837881769038E+6,1.016732207856939E+8,8.256395069730262E+15
212.5395157913915,50487.32326038958,49636.668889781,3.0151874041240155E+11,2.453535107333498E+16
611.7864995797331,7450.9647154404165,13430.339098857401,9.956222910792492E+13,3.785611436300162E+16
714.0625817103598,2728.005134154303,4511.861733803273,5.399037070822558E+12,4.246141803044465E+16
249.9518609641016,226.18039987274253,298.8486350732496,6.669727179688497E+6,3.4263207338203372E+16
293.0557715272947,5699.500248079254,56553.506331809374,4.0626133857706544E+14,1.5824470885036624E+16
163.05477808700448,4167.527747480364,6593.849558665643,1.1343636537788868E+7,1.8343477944979384E+16
234.7167127157507,4.189045511347673E+7,9.690595904578725E+6,260.8502701288476,7.031665266376632E+15
164.32314030236722,9691.808336945334,123101.62776682968,3.270861028357264E+13,1.0466910584918858E+16
132.80403396731154,19153.988939290364,56423.74989964813,364990.20430703,8.731197207401227E+15
439.9657231414794,1.3070861724980079E+7,1.4781582911448589E+7,1.41243905514598E+8,7.432716674988336E+15
209.1767103438309,4992.865060164337,1115.1954425513252,6.180148510923109E+6,4.814742413183222E+16
570.5263824197489,3.819843836785708E+6,7.544492692237909E+7,4.3755151688894525E+15,4.677822999927379E+15
372.96511314837574,118525.56650237246,156022.07287450435,6.664936320507759E+11,2.087862808285122E+16
115.92332235386029,241080.3398454359,437872.6319874384,296691.50834212103,7.066038163660861E+15
498.6236880267289,3681.080857782269,1366.8396208083159,116257.30321009943,3.848065290681518E+16
623.3929388106985,1136.1533872998466,66053.99466569332,9.894203428087125E+12,8.309063125572887E+15
1056.5082684574718,241615.36307971453,79169.50633532314,138.0908332324496,1.745834200393491E+16
445.2310974380457,1.0346907675847359E+8,8.844061934109339E+7,149.13519621734136,3.420024021459891E+15
106.16832092545056,689456.4934985791,1.7379038954714534E+6,2.1914754912235887E+13,1.0554573593941946E+16
118.47926109006237,586.0980631133282,108.80776584565056,16096.625825545481,5.3575872847198296E+16
132.3005874736478,2.0168029532060393E+6,1.6291906371949622E+7,1.4819786492417485E+15,6.095865060157821E+15
922.6211095082347,2.862339370567789E+6,7.96041777286581E+6,7.010202851100629E+11,9.846227848061178E+15
288.96094280250327,1.2356181529156601E+7,3.449917831926832E+7,1.993607553343659E+8,4.516166999605537E+15
132.07032487332972,3.4197077637750586E+6,9.982344375439936E+6,3.077100641382432E+14,8.695107065977988E+15
592.8239074495439,3059.0128902132715,40655.36763040169,2.8290048199115742E+13,1.5264946132799802E+16
179.46525503105676,7314.301608388969,50752.0150744014,2.1220036346258713E+12,1.3438894969412848E+16
158.50541468011872,23643.33450632229,3616.6154484710682,468077.8285800343,3.8498497214911656E+16
611.8880162480074,57507.34765044915,2.0088182834329912E+6,6.016313890913608E+13,5.990222848009165E+15
877.4624987774096,1875.2381399771907,72803.30333699143,4.104253922295584E+10,7.878693722967108E+15
101.24064011636544,9537.390101576982,258194.66649445187,5.745199036508901E+12,6.167670617261125E+15
539.2451571293703,3000.4796574068228,21341.02612435967,11001.229696610702,8.354140441149166E+15
679.0483736207472,641.2901241575835,12597.730381344825,8.0951780046695E+14,1.9162537295703004E+16
310.60714767241484,199.45998663567124,589.3570413323727,6.502833812942041E+14,5.221139615225121E+16
288.5818799788249,3.9062928814262506E+6,1.9344576338705786E+7,148890.4346182944,3.043063725333124E+15
409.60997176254216,919615.4070608915,361877.79603559675,59271.742752238075,1.401542538169394E+16
104.05186341136351,277.91790010817084,164.28189702606664,372.9492572574439,2.844193458494528E+16
238.68507785017658,6428.471890086816,18944.274955684497,3.0825928750166855E+15,2.992683153106236E+16
242.525396843352,250.39489326557236,872.3495095493811,1.097150536884389E+11,3.093299393504881E+16
191.65952288790902,486647.7368225618,183007.13212962885,2.752406127379964E+7,1.8141314334660824E+16
679.4025091313217,172644.2448163659,9.669975983702863E+6,2.917430035928103E+14,4.2804455676299255E+15
733.5661546321184,330543.96718112286,2.637245970306769E+7,6.296713122660575E+13,3.05815024505165E+15
954.7955416531611,393627.73699920584,4.5171675645109145E+6,5.545678256733592E+14,8.960523924246015E+15
666.8600143100349,105960.1642676019,1.5793528043961867E+6,4.407331617782577E+10,6.219314173423191E+15
382.06505386205515,172264.27539953977,212383.09975497384,9.496625272237314E+7,1.4071750775337208E+16
683.2638402687776,52045.77357293763,2.9151164699104307E+6,6.58007502801172E+10,3.687621372531146E+15
346.716582839019,11018.58691900167,127115.27211960542,4.309027096638866E+7,6.925632401129447E+15
408.56032541677905,7.412997658758639E+6,8.992558546477566E+6,117331.6252632684,5.797570998830819E+15
435.0799326846812,1.369249260149128E+7,2.000479151379508E+7,1.5322994523997765E+9,7.153184316521927E+15
125.48575817231374,124267.22865777336,15737.520110858208,3556.021853738175,2.5184195235402836E+16
662.5446528204985,1781.0102403328347,561.9771550196076,3.4252483034934264E+8,6.8907358346867656E+16
333.0079574061443,1432.0798337030653,2944.3283574046654,1.3615689289377103E+11,3.2031563688632388E+16
188.29733913629065,2425.271211008199,811.3714467486926,2.7271932874136986E+10,6.185296681376428E+16
156.19337288524932,15845.396724891769,40958.08730717466,8010.855370905953,8.429782275769844E+15
597.6247312892759,90405.73040793369,2.104747759008809E+6,8.810503106355118E+11,5.684162866026612E+15
960.6619105190164,455.34777868002107,943.1139028173355,16139.856950015404,2.3714356664155516E+16
264.98125323478115,15218.995664640737,2040.3868408542523,46638.268614602996,4.379527906491858E+16
159.92637779762185,740998.1218265923,2.489228872361902E+6,280451.4657305965,4.535677220342108E+15
1047.0182739345605,2841.991425700268,18832.07620336509,2.561019578271113E+9,1.6325111851006902E+16
823.8039453296097,130628.98273795388,156468.86838236733,1.1413879424751591E+7,1.5556707048823274E+16
140.09087405039395,108.11670397521175,303.5247100803349,2.92033939806863E+11,3.7677611777053064E+16
900.0613078908602,28241.007748854,26520.902543700682,1.7740136274836433E+8,2.580314047289902E+16
332.9996386925659,26080.225367769595,448003.836077454,2.5830586352746945E+7,4.780396280785658E+15
167.3405081592523,1431.047713672537,2463.4038373108847,1.891104474811139E+14,4.220219015931139E+16
960.2774570280981,3851.653439446161,158131.38625276837,9.727132847085902E+12,8.663504749963891E+15
944.5421746726026,1167.4302804767824,5526.1726312036635,1.1044472303295776E+10,2.340385821286644E+16
1001.8276070371207,19148.607945229305,2.7438736678340104E+6,4.3930421587514365E+15,4.611750826720106E+15
784.2427561239878,203.3009956609097,14411.145635783794,3.090265687014648E+14,1.2021082884331308E+16
526.75770247793,37854.84093357009,8692.283302762498,13224.086793386827,3.0588183716300172E+16
194.0467427524279,209.8149654572216,302.9810331162932,78721.15323965094,2.6443203517589684E+16
426.4642874892089,6.800549927663156E+7,5.6464637004851796E+7,758610.5345237141,5.272651533696245E+15
971.5228511698734,179648.09149765482,649594.9917659357,5736.581636042215,6.359559269720183E+15
192.1588171841069,1.1198315607948752E+7,1.1408148551946644E+8,1.5639821782981088E+14,3.9527661929398805E+15
273.6370231429087,8883.646118910576,43428.222682823696,1.3727782148030652E+16,2.3969647395740372E+16
220.48806831630378,9429.997641191405,31040.518773352713,5.385435651005774E+6,1.1315120704932658E+16
